case,gene,kind,name,round,survivor_rank,is_carried_lead,front_size,scaffold_smiles,scaffold_affinity,smiles,heavy_atoms,mw,target_pdb,counter_pdb,affinity_target,affinity_counter,margin,delta_this_round,cumulative_delta,le_target,pchembl,in_site_target,n_contacts,n_hbonds,specificity,divergent_contacts,conserved_contacts,n_divergent_site,selectivity_method,goal_residue,goal_feature,goal_axis,gate_threshold_kcal,thr_verdict,sel_gate_verdict,sel_gate_worst_margin,sel_gate_limiting,sel_gate_reason,counter_margin,counter_limiting,counter_held_target,n_counter_pockets,counter_basis,strain_kcal,pose_valid,core_pin_dev_a,stop_now,stop_because,bar_vina_best,bar_pchembl_best,qed,sa_score,pains,brenk,exhaustiveness,note
MAPK14_MAPK1,MAPK14,generated,lead_1,1,0,True,1,O=C1NCc2c(-c3ccccc3)cccc2N1c1ccccc1,-7.63,O=C1NCc2c(-c3ccccc3)cccc2N1c1ccccc1,23,300.4,5WJJ,8AOJ,-7.63,-6.7,0.93,0.0,0.0,0.332,,False,7,0,0.0,0,3,12,uniprot_pairwise_alignment,Val38,hydrophobic,agent_conserved,1.37,REJECT,REJECT,-0.32,MAPK1,REJECTED - binds anti-target MAPK1 MORE tightly than MAPK14 (-0.32 kcal/mol),0.36,MAPK1,-7.63,1,MAPK1: 12 divergent pocket position(s) supplied by the caller's own,3.5,,,,,,,0.73,2.03,False,False,4,
MAPK14_MAPK1,MAPK14,generated,lead_1,2,0,True,1,O=C1NCc2c(-c3ccccc3)cccc2N1c1ccccc1,-7.63,O=C1NCc2c(-c3ccccc3)cccc2N1c1ccccc1,23,300.4,5WJJ,8AOJ,-7.63,-6.7,0.93,0.0,0.0,0.332,,False,7,0,0.0,0,3,12,uniprot_pairwise_alignment,His107,acidic,agent_divergent,1.37,REJECT,REJECT,-0.32,MAPK1,REJECTED - binds anti-target MAPK1 MORE tightly than MAPK14 (-0.32 kcal/mol),0.36,MAPK1,-7.63,1,MAPK1: 12 divergent pocket position(s) supplied by the caller's own,3.5,,,,,,,0.73,2.03,False,False,4,
